product_id,order_id,quantity,expiration_date,unit_price
21,85bc23ee-4f48-4d3f-9a79-7a47eae1a921,17,2024-12-23,89.07
6,85bc23ee-4f48-4d3f-9a79-7a47eae1a921,100,2025-06-28,24.38
7,83eb8e4b-30e7-446d-afc4-066b5ca423e5,62,2024-11-16,93.9
32,83eb8e4b-30e7-446d-afc4-066b5ca423e5,32,2025-03-11,16.43
11,83eb8e4b-30e7-446d-afc4-066b5ca423e5,18,2025-03-25,46.79
27,83eb8e4b-30e7-446d-afc4-066b5ca423e5,16,2025-04-01,0.82
2,83eb8e4b-30e7-446d-afc4-066b5ca423e5,54,2024-10-20,56.54
22,31104814-bf9c-4230-b024-f4101d325806,98,2024-11-20,50.72
27,31104814-bf9c-4230-b024-f4101d325806,76,2025-01-26,63.28
20,31104814-bf9c-4230-b024-f4101d325806,55,2024-06-26,43.94
10,31104814-bf9c-4230-b024-f4101d325806,13,2024-11-26,12.24
24,31104814-bf9c-4230-b024-f4101d325806,95,2025-05-18,18.74
17,eb04e789-7f76-4a5d-9897-79a91047f8d4,55,2024-11-09,13.88
4,eb04e789-7f76-4a5d-9897-79a91047f8d4,26,2025-01-15,99.73
12,eb04e789-7f76-4a5d-9897-79a91047f8d4,33,2025-05-03,11.92
16,eb04e789-7f76-4a5d-9897-79a91047f8d4,33,2024-12-10,18.29
3,eb04e789-7f76-4a5d-9897-79a91047f8d4,82,2025-04-02,80.04
8,f64793fc-fc32-4df4-9994-cd7b6f766e17,75,2024-10-04,12.1
19,f64793fc-fc32-4df4-9994-cd7b6f766e17,72,2025-05-31,73.21
28,f64793fc-fc32-4df4-9994-cd7b6f766e17,45,2024-09-09,88.78
7,f64793fc-fc32-4df4-9994-cd7b6f766e17,50,2024-10-11,73.46
12,f64793fc-fc32-4df4-9994-cd7b6f766e17,100,2024-10-21,65.5
11,005c3bf2-8995-4631-8c05-feeaaa9ab68e,68,2025-04-09,60.07
20,005c3bf2-8995-4631-8c05-feeaaa9ab68e,61,2025-02-24,67.8
32,005c3bf2-8995-4631-8c05-feeaaa9ab68e,20,2025-03-10,15.97
5,005c3bf2-8995-4631-8c05-feeaaa9ab68e,29,2025-09-07,98.85
16,005c3bf2-8995-4631-8c05-feeaaa9ab68e,45,2025-10-13,55.54
19,fbe86f87-00d6-4816-8e28-8103abf61538,41,2025-12-23,33.51
6,fbe86f87-00d6-4816-8e28-8103abf61538,27,2025-08-08,28.7
3,fbe86f87-00d6-4816-8e28-8103abf61538,84,2025-07-17,5.56
13,fbe86f87-00d6-4816-8e28-8103abf61538,11,2025-11-22,35.81
17,fbe86f87-00d6-4816-8e28-8103abf61538,43,2025-06-19,32.82
21,3413cd95-e6ad-4d6e-b370-f1eb47884958,87,2024-11-23,8.42
17,3413cd95-e6ad-4d6e-b370-f1eb47884958,16,2025-04-10,31.47
4,3413cd95-e6ad-4d6e-b370-f1eb47884958,90,2025-07-21,65.78
22,3413cd95-e6ad-4d6e-b370-f1eb47884958,96,2024-10-26,16.27
16,3413cd95-e6ad-4d6e-b370-f1eb47884958,91,2025-05-18,14.93
25,3602a93f-a427-4990-967e-e141caba8875,93,2024-11-12,47.71
13,3602a93f-a427-4990-967e-e141caba8875,46,2024-11-18,15.45
22,3602a93f-a427-4990-967e-e141caba8875,17,2024-12-19,79.23
5,3602a93f-a427-4990-967e-e141caba8875,43,2025-03-19,70.72
10,3602a93f-a427-4990-967e-e141caba8875,74,2025-06-12,13.43
25,1041d107-99db-40ad-ab5a-f6b0f5a3eedc,9,2025-10-14,93.97
26,1041d107-99db-40ad-ab5a-f6b0f5a3eedc,29,2025-05-12,96.19
3,1041d107-99db-40ad-ab5a-f6b0f5a3eedc,36,2025-04-12,52.6
29,1041d107-99db-40ad-ab5a-f6b0f5a3eedc,71,2025-04-07,38.17
26,1041d107-99db-40ad-ab5a-f6b0f5a3eedc,33,2025-12-01,26.27
16,f12123bc-96f1-4de1-8703-1a8e14ccfb1e,73,2024-09-03,81.71
2,f12123bc-96f1-4de1-8703-1a8e14ccfb1e,27,2025-02-28,59.17
26,f12123bc-96f1-4de1-8703-1a8e14ccfb1e,60,2025-03-05,75.75
8,f12123bc-96f1-4de1-8703-1a8e14ccfb1e,5,2024-06-28,38.85
30,f12123bc-96f1-4de1-8703-1a8e14ccfb1e,55,2024-06-27,9.05
18,50b67709-8340-4724-8579-554b9bed8b74,57,2025-04-26,0.69
17,50b67709-8340-4724-8579-554b9bed8b74,88,2025-05-17,93.94
22,50b67709-8340-4724-8579-554b9bed8b74,70,2025-05-28,32.29
1,50b67709-8340-4724-8579-554b9bed8b74,85,2025-07-08,92.95
15,50b67709-8340-4724-8579-554b9bed8b74,47,2025-06-03,48.96
9,64cf70b9-689e-4c6f-86c6-f40cd4674e46,74,2024-10-19,95.55
9,64cf70b9-689e-4c6f-86c6-f40cd4674e46,44,2025-08-19,63.72
18,64cf70b9-689e-4c6f-86c6-f40cd4674e46,59,2025-09-14,21.87
27,64cf70b9-689e-4c6f-86c6-f40cd4674e46,43,2024-12-22,33.57
22,64cf70b9-689e-4c6f-86c6-f40cd4674e46,54,2025-07-16,86.03
10,ce01dcb9-d8bc-46be-96f9-762797a574f3,40,2026-01-21,67.41
15,ce01dcb9-d8bc-46be-96f9-762797a574f3,34,2026-01-21,67.15
24,ce01dcb9-d8bc-46be-96f9-762797a574f3,54,2025-04-10,86.02
6,ce01dcb9-d8bc-46be-96f9-762797a574f3,13,2025-09-28,35.39
2,ce01dcb9-d8bc-46be-96f9-762797a574f3,6,2025-06-26,57.08
22,67b3d822-66c9-4cf2-a00c-6a9d3b265b2a,7,2025-10-14,28.21
21,67b3d822-66c9-4cf2-a00c-6a9d3b265b2a,78,2025-07-04,76.53
14,67b3d822-66c9-4cf2-a00c-6a9d3b265b2a,16,2025-11-28,3.86
28,67b3d822-66c9-4cf2-a00c-6a9d3b265b2a,76,2025-09-08,93.41
3,67b3d822-66c9-4cf2-a00c-6a9d3b265b2a,74,2025-11-03,26.74
10,4d089b65-9f42-43a6-925a-f17fa91f1edf,59,2025-01-14,99.36
4,4d089b65-9f42-43a6-925a-f17fa91f1edf,45,2024-10-27,13.75
33,4d089b65-9f42-43a6-925a-f17fa91f1edf,1,2025-02-01,70.55
23,4d089b65-9f42-43a6-925a-f17fa91f1edf,89,2024-09-12,3.51
6,4d089b65-9f42-43a6-925a-f17fa91f1edf,6,2024-11-15,0.85
2,84278a4f-ea72-4804-b232-3caac9e7501c,68,2024-10-25,86.5
20,84278a4f-ea72-4804-b232-3caac9e7501c,9,2024-08-31,25.46
30,84278a4f-ea72-4804-b232-3caac9e7501c,78,2024-06-18,27.37
12,84278a4f-ea72-4804-b232-3caac9e7501c,36,2024-12-21,52.98
21,84278a4f-ea72-4804-b232-3caac9e7501c,29,2024-07-18,31.57
20,33065de6-fd54-4045-ba76-b1ff1fd8d830,100,2025-11-28,36.76
15,33065de6-fd54-4045-ba76-b1ff1fd8d830,37,2025-06-03,38.69
19,33065de6-fd54-4045-ba76-b1ff1fd8d830,51,2026-03-13,97.07
9,33065de6-fd54-4045-ba76-b1ff1fd8d830,25,2025-06-12,10.56
13,33065de6-fd54-4045-ba76-b1ff1fd8d830,38,2026-03-18,55.88
32,3c5b6cd6-758b-4921-9772-a894bff5bf56,40,2024-11-17,56.59
27,3c5b6cd6-758b-4921-9772-a894bff5bf56,47,2025-04-12,49.69
31,3c5b6cd6-758b-4921-9772-a894bff5bf56,85,2025-05-16,62.82
5,3c5b6cd6-758b-4921-9772-a894bff5bf56,79,2025-07-25,12.91
15,3c5b6cd6-758b-4921-9772-a894bff5bf56,22,2025-03-02,14.94
7,c2922208-df05-4907-ba13-9598e2c2f568,13,2025-12-21,45.34
2,c2922208-df05-4907-ba13-9598e2c2f568,65,2026-01-01,13.21
26,c2922208-df05-4907-ba13-9598e2c2f568,42,2025-06-26,79.53
24,c2922208-df05-4907-ba13-9598e2c2f568,78,2025-05-05,74.35
16,c2922208-df05-4907-ba13-9598e2c2f568,87,2025-11-05,76.69
10,f559948d-0c4e-4947-9aa9-2d6e91af6ad6,28,2025-01-03,80.8
25,f559948d-0c4e-4947-9aa9-2d6e91af6ad6,43,2025-05-20,92.22
14,f559948d-0c4e-4947-9aa9-2d6e91af6ad6,54,2025-03-16,69.7
11,f559948d-0c4e-4947-9aa9-2d6e91af6ad6,66,2024-12-11,76.93
16,f559948d-0c4e-4947-9aa9-2d6e91af6ad6,73,2025-02-12,80.74
8,8f6901ca-fc5a-49bf-9171-f77c66d96d9f,26,2024-12-31,42.3
15,8f6901ca-fc5a-49bf-9171-f77c66d96d9f,45,2025-01-31,44.67
28,8f6901ca-fc5a-49bf-9171-f77c66d96d9f,60,2025-06-13,15.94
15,8f6901ca-fc5a-49bf-9171-f77c66d96d9f,98,2024-12-28,94.27
21,8f6901ca-fc5a-49bf-9171-f77c66d96d9f,16,2025-07-18,40.81
7,0700bbdd-231e-4fe3-a48a-e3442fbc187c,42,2025-03-27,48.15
28,0700bbdd-231e-4fe3-a48a-e3442fbc187c,49,2025-01-31,18.94
23,0700bbdd-231e-4fe3-a48a-e3442fbc187c,45,2025-10-09,86.64
33,0700bbdd-231e-4fe3-a48a-e3442fbc187c,42,2025-06-01,16.59
27,0700bbdd-231e-4fe3-a48a-e3442fbc187c,51,2025-09-12,43.69
22,76c614aa-f42a-423c-8eea-0dabd755aed3,82,2024-11-29,79.14
1,76c614aa-f42a-423c-8eea-0dabd755aed3,18,2025-05-15,38.46
22,76c614aa-f42a-423c-8eea-0dabd755aed3,18,2025-07-20,46.71
27,76c614aa-f42a-423c-8eea-0dabd755aed3,79,2024-11-12,90.03
25,76c614aa-f42a-423c-8eea-0dabd755aed3,17,2024-08-29,65.44
14,f4108e25-db93-44d1-a0ae-6b20f5050022,12,2025-09-24,38.55
15,f4108e25-db93-44d1-a0ae-6b20f5050022,64,2025-07-27,29.38
30,f4108e25-db93-44d1-a0ae-6b20f5050022,96,2025-09-03,12.38
4,f4108e25-db93-44d1-a0ae-6b20f5050022,35,2025-06-18,95.19
18,f4108e25-db93-44d1-a0ae-6b20f5050022,23,2025-06-01,12.82
15,f688e7d0-7456-4c37-aeed-665cfa931570,87,2024-07-19,15.39
25,f688e7d0-7456-4c37-aeed-665cfa931570,54,2024-09-19,53.77
30,f688e7d0-7456-4c37-aeed-665cfa931570,28,2024-12-29,64.19
4,f688e7d0-7456-4c37-aeed-665cfa931570,47,2024-07-10,10.74
1,f688e7d0-7456-4c37-aeed-665cfa931570,85,2024-06-02,35.92
18,5f5ec533-aa45-4804-a3a0-d408ac76e760,69,2025-11-13,71.2
25,5f5ec533-aa45-4804-a3a0-d408ac76e760,53,2025-05-23,77.23
9,5f5ec533-aa45-4804-a3a0-d408ac76e760,31,2025-10-14,84.25
8,5f5ec533-aa45-4804-a3a0-d408ac76e760,69,2025-06-20,37.97
15,5f5ec533-aa45-4804-a3a0-d408ac76e760,25,2025-11-06,86.25
8,30b3482b-f261-4e3f-b801-960854bf22cb,80,2025-04-11,5.04
33,30b3482b-f261-4e3f-b801-960854bf22cb,3,2025-03-24,81.23
17,30b3482b-f261-4e3f-b801-960854bf22cb,26,2024-09-24,95.2
13,30b3482b-f261-4e3f-b801-960854bf22cb,94,2024-09-28,40.59
18,30b3482b-f261-4e3f-b801-960854bf22cb,4,2025-01-22,85.79
6,de5d6661-b388-45a1-aa09-9bd018a369e9,41,2026-01-18,57.63
4,de5d6661-b388-45a1-aa09-9bd018a369e9,90,2025-05-06,18.89
6,de5d6661-b388-45a1-aa09-9bd018a369e9,47,2025-03-04,60.72
16,de5d6661-b388-45a1-aa09-9bd018a369e9,35,2025-07-06,87.96
31,de5d6661-b388-45a1-aa09-9bd018a369e9,87,2025-04-05,52.57
7,b85d6ba2-d456-479f-a74b-b321dacba435,79,2024-10-17,25.84
26,b85d6ba2-d456-479f-a74b-b321dacba435,41,2025-03-16,19.14
25,b85d6ba2-d456-479f-a74b-b321dacba435,70,2025-06-04,47.81
11,b85d6ba2-d456-479f-a74b-b321dacba435,66,2024-08-20,88.51
13,b85d6ba2-d456-479f-a74b-b321dacba435,66,2025-03-20,2.15
10,45b1e1f7-1bd6-4607-a0ac-f107bc59943a,99,2025-10-09,73.67
24,45b1e1f7-1bd6-4607-a0ac-f107bc59943a,55,2025-09-20,56.6
7,45b1e1f7-1bd6-4607-a0ac-f107bc59943a,58,2025-06-14,6.56
6,45b1e1f7-1bd6-4607-a0ac-f107bc59943a,36,2025-01-26,25.1
29,45b1e1f7-1bd6-4607-a0ac-f107bc59943a,6,2025-02-15,56.56
4,21cdf697-697e-4f89-a951-c642f980c816,30,2025-03-19,8.63
28,21cdf697-697e-4f89-a951-c642f980c816,52,2025-07-26,59.71
14,21cdf697-697e-4f89-a951-c642f980c816,15,2025-09-06,82.19
29,21cdf697-697e-4f89-a951-c642f980c816,61,2025-08-27,35.6
33,21cdf697-697e-4f89-a951-c642f980c816,56,2025-11-01,13.67
13,9a0f4a17-28b2-4dac-b519-d15404e74034,37,2025-06-09,44.14
20,9a0f4a17-28b2-4dac-b519-d15404e74034,37,2025-07-21,61.76
26,9a0f4a17-28b2-4dac-b519-d15404e74034,55,2025-09-17,22.23
23,9a0f4a17-28b2-4dac-b519-d15404e74034,60,2025-05-05,45.25
15,9a0f4a17-28b2-4dac-b519-d15404e74034,32,2025-08-04,19.6
4,a292d5c3-99a8-4d15-9192-82e4198a2822,38,2025-07-26,85.32
10,a292d5c3-99a8-4d15-9192-82e4198a2822,67,2025-02-26,28.81
4,a292d5c3-99a8-4d15-9192-82e4198a2822,84,2025-02-28,73.24
30,a292d5c3-99a8-4d15-9192-82e4198a2822,68,2025-01-30,11.87
4,a292d5c3-99a8-4d15-9192-82e4198a2822,45,2024-12-15,15.96
5,1b8ce7d3-58e3-4225-b11e-40d28498b27c,98,2024-10-31,16.71
25,1b8ce7d3-58e3-4225-b11e-40d28498b27c,65,2025-05-10,91.2
4,1b8ce7d3-58e3-4225-b11e-40d28498b27c,61,2024-10-09,12.97
27,1b8ce7d3-58e3-4225-b11e-40d28498b27c,87,2025-01-01,83.69
31,1b8ce7d3-58e3-4225-b11e-40d28498b27c,87,2024-11-02,90.47
15,c22ca8e0-2b33-4300-b18a-6b691920d05a,80,2025-05-06,27.17
2,c22ca8e0-2b33-4300-b18a-6b691920d05a,57,2025-03-24,46.34
33,c22ca8e0-2b33-4300-b18a-6b691920d05a,78,2025-01-24,48.74
22,c22ca8e0-2b33-4300-b18a-6b691920d05a,79,2025-02-22,82.33
19,c22ca8e0-2b33-4300-b18a-6b691920d05a,66,2025-10-07,88.16
33,b19c9ac2-2f61-4d46-9c0c-477b2c594a22,19,2025-07-20,10.28
4,b19c9ac2-2f61-4d46-9c0c-477b2c594a22,41,2025-07-25,72.0
10,b19c9ac2-2f61-4d46-9c0c-477b2c594a22,49,2024-11-01,41.98
18,b19c9ac2-2f61-4d46-9c0c-477b2c594a22,35,2024-10-28,63.13
2,b19c9ac2-2f61-4d46-9c0c-477b2c594a22,95,2024-11-19,11.96
26,a1018be8-c697-40ec-ba4b-8b7a16e16752,92,2025-10-24,9.24
7,a1018be8-c697-40ec-ba4b-8b7a16e16752,50,2025-07-02,62.06
10,a1018be8-c697-40ec-ba4b-8b7a16e16752,88,2025-12-29,95.95
26,a1018be8-c697-40ec-ba4b-8b7a16e16752,41,2025-11-03,31.54
8,a1018be8-c697-40ec-ba4b-8b7a16e16752,52,2025-08-19,65.33
8,939200a5-8f91-4397-8fa3-1682dd65c40e,86,2025-03-13,79.56
16,939200a5-8f91-4397-8fa3-1682dd65c40e,70,2025-01-21,87.21
10,939200a5-8f91-4397-8fa3-1682dd65c40e,71,2024-11-20,51.12
31,939200a5-8f91-4397-8fa3-1682dd65c40e,82,2025-09-10,85.21
26,939200a5-8f91-4397-8fa3-1682dd65c40e,6,2025-03-04,67.15
29,a5647d57-b1c5-4c9e-99a6-356a1d603632,58,2024-09-04,17.86
1,a5647d57-b1c5-4c9e-99a6-356a1d603632,87,2025-04-18,32.22
18,a5647d57-b1c5-4c9e-99a6-356a1d603632,17,2025-03-10,18.31
3,a5647d57-b1c5-4c9e-99a6-356a1d603632,83,2025-07-14,22.36
7,a5647d57-b1c5-4c9e-99a6-356a1d603632,27,2024-12-15,21.69
5,cf1c72d1-100b-4f16-8a09-08779994f1bc,79,2025-05-07,71.16
27,cf1c72d1-100b-4f16-8a09-08779994f1bc,31,2025-03-13,72.69
25,cf1c72d1-100b-4f16-8a09-08779994f1bc,95,2025-11-21,45.83
31,cf1c72d1-100b-4f16-8a09-08779994f1bc,78,2025-10-13,22.18
20,cf1c72d1-100b-4f16-8a09-08779994f1bc,77,2025-11-29,42.12
10,12d52e89-0bac-4a7e-811c-c62c6bddd316,16,2025-01-23,65.31
21,12d52e89-0bac-4a7e-811c-c62c6bddd316,3,2025-09-27,25.38
3,12d52e89-0bac-4a7e-811c-c62c6bddd316,26,2025-02-12,96.92
10,12d52e89-0bac-4a7e-811c-c62c6bddd316,100,2025-08-28,79.29
20,12d52e89-0bac-4a7e-811c-c62c6bddd316,26,2025-03-09,39.94
5,2aafe00c-8e7c-47ec-b7af-34534e15b415,35,2024-12-31,17.74
8,2aafe00c-8e7c-47ec-b7af-34534e15b415,29,2025-06-24,1.77
8,2aafe00c-8e7c-47ec-b7af-34534e15b415,37,2025-10-20,13.64
6,2aafe00c-8e7c-47ec-b7af-34534e15b415,29,2025-11-22,87.96
5,2aafe00c-8e7c-47ec-b7af-34534e15b415,46,2025-01-22,58.22
30,4ff65723-dca6-4820-a82e-9dbb1a5b8053,66,2024-10-11,88.47
3,4ff65723-dca6-4820-a82e-9dbb1a5b8053,17,2025-05-14,5.1
26,4ff65723-dca6-4820-a82e-9dbb1a5b8053,67,2025-07-07,1.07
24,4ff65723-dca6-4820-a82e-9dbb1a5b8053,12,2025-05-26,7.91
11,4ff65723-dca6-4820-a82e-9dbb1a5b8053,41,2025-01-16,96.6
11,8a87cd7e-a61f-4ce7-bf2a-30159b602616,58,2024-08-19,25.43
26,8a87cd7e-a61f-4ce7-bf2a-30159b602616,37,2024-12-20,45.1
32,8a87cd7e-a61f-4ce7-bf2a-30159b602616,56,2025-04-16,53.0
25,8a87cd7e-a61f-4ce7-bf2a-30159b602616,88,2025-04-04,20.45
13,8a87cd7e-a61f-4ce7-bf2a-30159b602616,19,2024-07-27,16.57
16,1eedf4d4-12f9-43a8-bc88-41061e093ff8,91,2024-10-13,46.95
19,1eedf4d4-12f9-43a8-bc88-41061e093ff8,95,2024-12-06,73.88
10,1eedf4d4-12f9-43a8-bc88-41061e093ff8,9,2025-04-06,62.98
17,1eedf4d4-12f9-43a8-bc88-41061e093ff8,50,2025-01-06,8.71
19,1eedf4d4-12f9-43a8-bc88-41061e093ff8,49,2024-08-01,88.17
25,5ab0109a-3145-4b16-8e1a-534d81f95f46,59,2025-05-24,98.01
31,5ab0109a-3145-4b16-8e1a-534d81f95f46,21,2024-10-21,71.87
17,5ab0109a-3145-4b16-8e1a-534d81f95f46,32,2025-06-05,52.89
20,5ab0109a-3145-4b16-8e1a-534d81f95f46,19,2025-05-02,62.86
12,5ab0109a-3145-4b16-8e1a-534d81f95f46,72,2024-11-23,87.71
30,34a25990-b773-499d-b9d2-dc6860a5816d,30,2025-02-10,13.76
12,34a25990-b773-499d-b9d2-dc6860a5816d,47,2024-12-23,89.18
5,34a25990-b773-499d-b9d2-dc6860a5816d,60,2025-06-09,45.87
10,34a25990-b773-499d-b9d2-dc6860a5816d,37,2025-03-01,9.8
14,34a25990-b773-499d-b9d2-dc6860a5816d,9,2025-02-06,68.96
12,edc4ffd1-36c4-4c46-afbe-410a660cc7e8,67,2025-04-15,67.52
22,edc4ffd1-36c4-4c46-afbe-410a660cc7e8,7,2025-04-19,69.26
19,edc4ffd1-36c4-4c46-afbe-410a660cc7e8,78,2025-05-28,78.33
9,edc4ffd1-36c4-4c46-afbe-410a660cc7e8,84,2025-02-12,8.75
22,edc4ffd1-36c4-4c46-afbe-410a660cc7e8,16,2025-07-17,90.19
5,d902e7e9-7c67-4e8d-aeb6-ff490e6e1cb1,53,2025-02-11,75.83
15,d902e7e9-7c67-4e8d-aeb6-ff490e6e1cb1,44,2024-07-31,87.58
3,d902e7e9-7c67-4e8d-aeb6-ff490e6e1cb1,22,2025-06-08,87.57
24,d902e7e9-7c67-4e8d-aeb6-ff490e6e1cb1,9,2024-07-29,67.82
18,d902e7e9-7c67-4e8d-aeb6-ff490e6e1cb1,22,2025-06-16,82.21
27,3dd53e33-aeb6-448d-a6ae-13ad8f6ddc0c,2,2025-12-02,90.7
28,3dd53e33-aeb6-448d-a6ae-13ad8f6ddc0c,54,2025-01-12,23.41
28,3dd53e33-aeb6-448d-a6ae-13ad8f6ddc0c,67,2025-01-19,63.33
9,3dd53e33-aeb6-448d-a6ae-13ad8f6ddc0c,6,2025-09-07,64.14
16,3dd53e33-aeb6-448d-a6ae-13ad8f6ddc0c,70,2025-08-15,36.54
28,36c2e42d-04b5-45fb-b755-ce50ec674301,77,2025-08-20,53.27
5,36c2e42d-04b5-45fb-b755-ce50ec674301,31,2025-09-05,15.23
11,36c2e42d-04b5-45fb-b755-ce50ec674301,24,2025-12-28,38.76
3,36c2e42d-04b5-45fb-b755-ce50ec674301,60,2025-09-25,31.12
20,7b832661-9602-4647-bcfb-795266e0107d,73,2024-12-07,34.73
26,7b832661-9602-4647-bcfb-795266e0107d,43,2024-12-23,44.34
6,7b832661-9602-4647-bcfb-795266e0107d,93,2025-05-22,95.65
20,7b832661-9602-4647-bcfb-795266e0107d,64,2025-01-02,62.54
29,7b832661-9602-4647-bcfb-795266e0107d,37,2025-04-22,1.4
9,7a30d0f2-caa3-445a-aa4a-8cb7da431884,67,2025-11-15,80.99
11,7a30d0f2-caa3-445a-aa4a-8cb7da431884,26,2025-02-05,20.29
18,7a30d0f2-caa3-445a-aa4a-8cb7da431884,50,2025-08-14,9.22
26,7a30d0f2-caa3-445a-aa4a-8cb7da431884,88,2025-12-03,17.27
27,7a30d0f2-caa3-445a-aa4a-8cb7da431884,99,2025-01-25,24.26
26,f819fd10-df60-4244-8db8-294eca8d8c70,14,2025-05-22,96.34
31,f819fd10-df60-4244-8db8-294eca8d8c70,25,2025-04-04,31.09
26,f819fd10-df60-4244-8db8-294eca8d8c70,83,2024-12-24,57.06
7,f819fd10-df60-4244-8db8-294eca8d8c70,85,2025-09-02,51.91
15,f819fd10-df60-4244-8db8-294eca8d8c70,20,2025-10-16,33.26
25,98532c6d-d7f3-4267-9485-3b29329e1036,27,2025-07-11,18.35
32,98532c6d-d7f3-4267-9485-3b29329e1036,91,2025-05-11,3.21
10,98532c6d-d7f3-4267-9485-3b29329e1036,57,2025-03-05,57.8
11,98532c6d-d7f3-4267-9485-3b29329e1036,85,2025-06-10,98.97
32,98532c6d-d7f3-4267-9485-3b29329e1036,57,2024-11-27,75.03
29,2ee44e5b-bad1-44da-88bb-98820fad69a5,30,2024-11-07,83.94
33,2ee44e5b-bad1-44da-88bb-98820fad69a5,8,2024-11-24,74.61
28,2ee44e5b-bad1-44da-88bb-98820fad69a5,21,2025-09-29,30.38
15,2ee44e5b-bad1-44da-88bb-98820fad69a5,2,2025-08-31,47.96
17,2ee44e5b-bad1-44da-88bb-98820fad69a5,48,2025-08-29,36.72
18,5969a18a-ae6b-45a3-90c0-ba17f68ab141,14,2026-01-27,80.63
17,5969a18a-ae6b-45a3-90c0-ba17f68ab141,99,2025-10-18,41.08
33,5969a18a-ae6b-45a3-90c0-ba17f68ab141,42,2025-07-09,32.06
9,5969a18a-ae6b-45a3-90c0-ba17f68ab141,43,2025-06-21,41.23
23,5969a18a-ae6b-45a3-90c0-ba17f68ab141,97,2025-07-05,65.55
3,612a26a1-36c8-41fd-bd48-e3a4d3c859ed,41,2025-07-16,63.58
24,612a26a1-36c8-41fd-bd48-e3a4d3c859ed,33,2024-12-13,61.57
22,612a26a1-36c8-41fd-bd48-e3a4d3c859ed,3,2024-10-09,27.75
32,612a26a1-36c8-41fd-bd48-e3a4d3c859ed,77,2025-05-08,81.81
28,612a26a1-36c8-41fd-bd48-e3a4d3c859ed,37,2025-01-17,97.41
4,4baab036-e720-48b5-b8cb-97189cb1b107,63,2025-09-24,22.66
8,4baab036-e720-48b5-b8cb-97189cb1b107,32,2025-04-25,2.34
22,4baab036-e720-48b5-b8cb-97189cb1b107,56,2025-04-26,67.16
22,4baab036-e720-48b5-b8cb-97189cb1b107,83,2025-12-14,91.64
31,4baab036-e720-48b5-b8cb-97189cb1b107,54,2025-06-20,12.16
11,487c7d44-9cc4-4bd5-9fb7-4fbec764c8a0,18,2025-02-09,24.28
33,487c7d44-9cc4-4bd5-9fb7-4fbec764c8a0,94,2024-10-11,51.53
21,487c7d44-9cc4-4bd5-9fb7-4fbec764c8a0,35,2024-10-14,89.8
20,487c7d44-9cc4-4bd5-9fb7-4fbec764c8a0,11,2025-01-08,24.67
5,487c7d44-9cc4-4bd5-9fb7-4fbec764c8a0,2,2025-07-01,17.75
18,7f64a68b-ecb6-49c4-8fe2-e302c520c27d,92,2025-08-19,52.0
15,7f64a68b-ecb6-49c4-8fe2-e302c520c27d,63,2025-04-14,92.41
21,7f64a68b-ecb6-49c4-8fe2-e302c520c27d,65,2025-02-08,60.55
14,7f64a68b-ecb6-49c4-8fe2-e302c520c27d,31,2025-06-14,10.45
18,7f64a68b-ecb6-49c4-8fe2-e302c520c27d,97,2025-08-06,4.07
12,f83be8ad-0fef-4274-9a92-624209e87fc8,53,2024-09-24,6.12
14,f83be8ad-0fef-4274-9a92-624209e87fc8,90,2025-01-26,33.15
31,f83be8ad-0fef-4274-9a92-624209e87fc8,62,2025-01-24,82.13
28,f83be8ad-0fef-4274-9a92-624209e87fc8,31,2024-08-31,44.32
31,f83be8ad-0fef-4274-9a92-624209e87fc8,45,2024-08-31,53.94
12,71d2b98f-83b3-448a-834f-91c2ad86b946,51,2026-01-21,64.72
2,71d2b98f-83b3-448a-834f-91c2ad86b946,44,2025-07-07,43.96
7,71d2b98f-83b3-448a-834f-91c2ad86b946,91,2025-09-25,46.28
30,71d2b98f-83b3-448a-834f-91c2ad86b946,29,2025-03-23,39.73
22,71d2b98f-83b3-448a-834f-91c2ad86b946,48,2026-02-21,15.9
15,55153353-ca87-4513-8990-e1bae42afa22,74,2025-07-22,34.52
17,55153353-ca87-4513-8990-e1bae42afa22,90,2024-09-19,11.36
1,55153353-ca87-4513-8990-e1bae42afa22,15,2024-12-09,52.57
17,55153353-ca87-4513-8990-e1bae42afa22,42,2024-11-13,86.41
23,55153353-ca87-4513-8990-e1bae42afa22,20,2025-04-08,81.4
30,d6d5120a-1998-4b19-ab7b-65886ae257b4,48,2024-10-23,13.9
28,d6d5120a-1998-4b19-ab7b-65886ae257b4,32,2025-09-12,55.78
26,d6d5120a-1998-4b19-ab7b-65886ae257b4,86,2025-03-11,95.46
20,d6d5120a-1998-4b19-ab7b-65886ae257b4,17,2025-03-12,35.51
17,d6d5120a-1998-4b19-ab7b-65886ae257b4,77,2025-09-18,42.54
26,f09a7b43-eef7-4ef7-8d91-ed665273417b,5,2025-03-20,95.64
10,f09a7b43-eef7-4ef7-8d91-ed665273417b,44,2025-09-19,43.33
30,f09a7b43-eef7-4ef7-8d91-ed665273417b,100,2024-12-07,9.89
33,f09a7b43-eef7-4ef7-8d91-ed665273417b,15,2025-06-04,78.69
3,f09a7b43-eef7-4ef7-8d91-ed665273417b,2,2025-04-13,73.25
14,82669fd3-8045-4df4-af13-124011a300be,3,2025-02-06,2.99
16,82669fd3-8045-4df4-af13-124011a300be,77,2025-08-19,40.36
18,82669fd3-8045-4df4-af13-124011a300be,25,2025-04-03,17.62
